Restaurant,star_rating,no_reviews,cuisine,url
Est Artigiani del Gusto,4.5,"1,910","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3901814-Reviews-Est_Artigiani_del_Gusto-Rome_Lazio.html
Aqualunae Bistrot,5.0,632,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15669108-Reviews-Aqualunae_Bistrot-Rome_Lazio.html
saltimbocca,4.5,"2,904","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7646558-Reviews-Saltimbocca-Rome_Lazio.html
ONE SENSE by Valla,4.5,228,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14802992-Reviews-ONE_SENSE_by_Valla-Rome_Lazio.html
Pinsa 'Mpò,4.5,"1,507","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2470293-Reviews-Pinsa_Mpo-Rome_Lazio.html
Cafè Memè International Bistrot,4.5,415,International,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10554509-Reviews-Cafe_Meme_International_Bistrot-Rome_Lazio.html
La Nuova Piazzetta,4.5,"2,353","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1877802-Reviews-La_Nuova_Piazzetta-Rome_Lazio.html
Sfiziarte - The Art of Food,5.0,"1,078","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10546545-Reviews-Sfiziarte_The_Art_of_Food-Rome_Lazio.html
Life Ristorante,4.5,"4,328","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d790167-Reviews-Life_Ristorante-Rome_Lazio.html
Food Factory,5.0,174,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d11993401-Reviews-Food_Factory-Rome_Lazio.html
Grano Trattoria,4.5,374,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23774692-Reviews-Grano_Trattoria-Rome_Lazio.html
Il Laboratorio della Pizza,5.0,508,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13288162-Reviews-Il_Laboratorio_della_Pizza-Rome_Lazio.html
Piro - Osteria di Pesce,5.0,492,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15080431-Reviews-Piro_Osteria_di_Pesce-Rome_Lazio.html
Osteria del Grillo,5.0,83,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d26364258-Reviews-Osteria_del_Grillo-Rome_Lazio.html
Arrosticino Pane & Vino,4.5,296,"Italian, Barbecue",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12180836-Reviews-Arrosticino_Pane_Vino-Rome_Lazio.html
Tora Sushi & Asian Cuisine,4.5,902,"Japanese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12505900-Reviews-Tora_Sushi_Asian_Cuisine-Rome_Lazio.html
Bono Bottega Nostrana - Monti,4.5,465,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23820454-Reviews-Bono_Bottega_Nostrana_Monti-Rome_Lazio.html
Vinsanto,4.5,213,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23301762-Reviews-Vinsanto-Rome_Lazio.html
Ponte e Parione,4.5,"2,749","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1553916-Reviews-Ponte_e_Parione-Rome_Lazio.html
Domusteak,4.5,904,"Italian, Steakhouse",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2058748-Reviews-Domusteak-Rome_Lazio.html
Sfiziami Italian Bistrot,4.5,311,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10481245-Reviews-Sfiziami_Italian_Bistrot-Rome_Lazio.html
Gli Specialisti,4.5,838,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1967777-Reviews-Gli_Specialisti-Rome_Lazio.html
Almatò,5.0,174,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d19806208-Reviews-Almato-Rome_Lazio.html
Origano Campo de' Fiori,4.5,"1,696","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9595196-Reviews-Origano_Campo_de_Fiori-Rome_Lazio.html
Osteria La Sol Fa,4.5,"1,566","Mediterranean, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1547754-Reviews-Osteria_La_Sol_Fa-Rome_Lazio.html
Baguetteria del Fico,4.5,"1,698","Italian, Brew Pub",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3571857-Reviews-Baguetteria_del_Fico-Rome_Lazio.html
Feelsgood,5.0,109,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d19333900-Reviews-Feelsgood-Rome_Lazio.html
Borghiciana Pastificio Artigianale,4.5,"1,531","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13995487-Reviews-Borghiciana_Pastificio_Artigianale-Rome_Lazio.html
Pinsa e Gusto,4.5,297,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d6962421-Reviews-Pinsa_e_Gusto-Rome_Lazio.html
Mordi e Vai,4.5,815,"Italian, Fast Food",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3662985-Reviews-Mordi_e_Vai-Rome_Lazio.html
Il Panzotto,5.0,584,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13511277-Reviews-Il_Panzotto-Rome_Lazio.html
le Cicale di Veio,4.5,665,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1946109-Reviews-Le_Cicale_di_Veio-Rome_Lazio.html
Angeli Rock,4.5,"1,562","Pizza, Pub",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7251359-Reviews-Angeli_Rock-Rome_Lazio.html
Vecchia Osteria Del Gelsomino,4.5,"1,027","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1017179-Reviews-Vecchia_Osteria_Del_Gelsomino-Rome_Lazio.html
Feffo,4.5,263,"Italian, Cafe",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15114307-Reviews-Feffo-Rome_Lazio.html
Birreria Martini Esperienza Tedesca,4.5,537,"German, Central European",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1882585-Reviews-Birreria_Martini_Esperienza_Tedesca-Rome_Lazio.html
Gustamundo-sede aurelio,4.5,354,"Mexican, African",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12332385-Reviews-Gustamundo_sede_aurelio-Rome_Lazio.html
I Gladiatori,4.0,754,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2219241-Reviews-I_Gladiatori-Rome_Lazio.html
Tosca - Trattoria Pinseria al Viminale 33 Roma,4.5,325,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23572905-Reviews-Tosca_Trattoria_Pinseria_al_Viminale_33_Roma-Rome_Lazio.html
Agrodolce,4.5,916,"Italian, Healthy",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d817038-Reviews-Agrodolce-Rome_Lazio.html
Popeye Pizza,4.5,304,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d5539659-Reviews-Popeye_Pizza-Rome_Lazio.html
Saltimbocca San Lorenzo,4.5,221,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d21317794-Reviews-Saltimbocca_San_Lorenzo-Rome_Lazio.html
Unik Restaurant,4.5,415,"Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23428089-Reviews-Unik_Restaurant-Rome_Lazio.html
LABottega Pastificio con Cucina,4.5,544,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8516817-Reviews-LABottega_Pastificio_con_Cucina-Rome_Lazio.html
Tocco Ferro,4.5,317,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15619822-Reviews-Tocco_Ferro-Rome_Lazio.html
I Sofa Bar Restaurant,4.5,854,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1750004-Reviews-I_Sofa_Bar_Restaurant-Rome_Lazio.html
Osteria del Cavaliere,4.5,"1,860","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2298454-Reviews-Osteria_del_Cavaliere-Rome_Lazio.html
Osteria Padì,4.5,634,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15076178-Reviews-Osteria_Padi-Rome_Lazio.html
Pizzeria Mediterranea,4.5,370,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3710431-Reviews-Pizzeria_Mediterranea-Rome_Lazio.html
Sapore di Roma Fonte Meravigliosa,4.5,105,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d26554724-Reviews-Sapore_di_Roma_Fonte_Meravigliosa-Rome_Lazio.html
Rosemary - Terra e Sapori,4.5,801,"Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12010527-Reviews-Rosemary_Terra_e_Sapori-Rome_Lazio.html
La Porta Del Principe,4.5,760,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3562615-Reviews-La_Porta_Del_Principe-Rome_Lazio.html
MiVà,4.5,"2,363","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8673207-Reviews-MiVa-Rome_Lazio.html
Reserva Restaurante y Cocteles,5.0,131,Barbecue,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d17780966-Reviews-Reserva_Restaurante_y_Cocteles-Rome_Lazio.html
Berninetta since 1930,4.5,242,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1745014-Reviews-Berninetta_since_1930-Rome_Lazio.html
Imàgo,4.5,"1,239","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1061460-Reviews-Imago-Rome_Lazio.html
Ristorante dei Musei,4.5,"2,502","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2661865-Reviews-Ristorante_dei_Musei-Rome_Lazio.html
Che Pasta!,4.5,320,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d11620506-Reviews-Che_Pasta-Rome_Lazio.html
Pizzeria Romana Al Taglio,4.5,411,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10525827-Reviews-Pizzeria_Romana_Al_Taglio-Rome_Lazio.html
Evo Hosteria,4.5,401,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13833952-Reviews-Evo_Hosteria-Rome_Lazio.html
CULT Burger Attitude,4.5,719,"American, Steakhouse",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13007525-Reviews-CULT_Burger_Attitude-Rome_Lazio.html
Garden Risto,4.5,777,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8092956-Reviews-Garden_Risto-Rome_Lazio.html
Griglieria Maremmana Bio,5.0,69,"Italian, Steakhouse",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d25147796-Reviews-Griglieria_Maremmana_Bio-Rome_Lazio.html
Masto,4.5,569,"Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10478263-Reviews-Masto-Rome_Lazio.html
Vanda,4.5,372,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23262182-Reviews-Vanda-Rome_Lazio.html
La Valle del Sacco,4.5,"2,020","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2420961-Reviews-La_Valle_del_Sacco-Rome_Lazio.html
La Locanda Di Pietro,4.5,"1,413","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7379338-Reviews-La_Locanda_Di_Pietro-Rome_Lazio.html
"Ristorante Luigi, Cantina E Cucina",4.5,116,"Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d26263484-Reviews-Ristorante_Luigi_Cantina_E_Cucina-Rome_Lazio.html
Peppo al Cosimato,4.5,"1,192","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14837905-Reviews-Peppo_al_Cosimato-Rome_Lazio.html
La Pace Del Palato,4.5,996,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d793850-Reviews-La_Pace_Del_Palato-Rome_Lazio.html
Trieste Pizza,4.5,"1,115","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9788403-Reviews-Trieste_Pizza-Rome_Lazio.html
Taverna Lucifero,4.5,831,Italian,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8661532-Reviews-Taverna_Lucifero-Rome_Lazio.html
Contrario - Vineria Con Cucina,4.5,339,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15245122-Reviews-Contrario_Vineria_Con_Cucina-Rome_Lazio.html
Osteria Luci in cucina,4.5,180,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d19240927-Reviews-Osteria_Luci_in_cucina-Rome_Lazio.html
Pasta e Vino Osteria,4.5,"5,935","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14780203-Reviews-Pasta_e_Vino_Osteria-Rome_Lazio.html
Il Ragno d'Oro,4.5,"3,620","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1214622-Reviews-Il_Ragno_d_Oro-Rome_Lazio.html
Colline Emiliane,4.5,"2,049","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d696516-Reviews-Colline_Emiliane-Rome_Lazio.html
Acquolina Ristorante,4.5,785,Mediterranean,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12579348-Reviews-Acquolina_Ristorante-Rome_Lazio.html
Ristorante Sandalia,4.5,478,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14455950-Reviews-Ristorante_Sandalia-Rome_Lazio.html
Il Ristoro dal Patriota,4.5,"4,385","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3965958-Reviews-Il_Ristoro_dal_Patriota-Rome_Lazio.html
Antica Osteria Rugantino,4.5,988,Romana,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1746527-Reviews-Antica_Osteria_Rugantino-Rome_Lazio.html
Polpetta Trastevere,4.5,"1,577","Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d19600446-Reviews-Polpetta_Trastevere-Rome_Lazio.html
Blend Food & Drink,4.5,174,"Italian, Bar",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13412509-Reviews-Blend_Food_Drink-Rome_Lazio.html
Donkey Punch,4.5,278,"Italian, Bar",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d4284093-Reviews-Donkey_Punch-Rome_Lazio.html
Pizzium - Roma via Piave,4.5,"1,057","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15210674-Reviews-Pizzium_Roma_via_Piave-Rome_Lazio.html
Schietto Cucina alla Mano,4.5,366,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d10223522-Reviews-Schietto_Cucina_alla_Mano-Rome_Lazio.html
Breakfast Club Roma,5.0,89,"Bars & Pubs, Bar",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d23260000-Reviews-Breakfast_Club_Roma-Rome_Lazio.html
Il Segreto,4.5,572,"Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d11814234-Reviews-Il_Segreto-Rome_Lazio.html
Mariuccia,4.5,"2,048","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2291843-Reviews-Mariuccia-Rome_Lazio.html
Enqutatash African Restaurant,4.5,862,"African, Ethiopian",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1315705-Reviews-Enqutatash_African_Restaurant-Rome_Lazio.html
Cybo,4.5,"2,301","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1501113-Reviews-Cybo-Rome_Lazio.html
Fres&co Coronari,4.5,567,Italian,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8632688-Reviews-Fres_co_Coronari-Rome_Lazio.html
La Locanda del Gatto Nero,4.5,"1,981","Italian, Steakhouse",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1989102-Reviews-La_Locanda_del_Gatto_Nero-Rome_Lazio.html
Vero Food - Ludovisi,4.5,189,"Italian, Cafe",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9568046-Reviews-Vero_Food_Ludovisi-Rome_Lazio.html
La Fraschetta di Castel Sant'Angelo,4.5,"3,213","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d6547132-Reviews-La_Fraschetta_di_Castel_Sant_Angelo-Rome_Lazio.html
Bar San Marcello,4.5,290,"Italian, Cafe",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d4759514-Reviews-Bar_San_Marcello-Rome_Lazio.html
Metis,5.0,86,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d25045527-Reviews-Metis-Rome_Lazio.html
Cantina Belsiana,4.5,"1,461","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7390005-Reviews-Cantina_Belsiana-Rome_Lazio.html
Italy Food Ristorante,4.5,460,"Italian, Barbecue",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7078944-Reviews-Italy_Food_Ristorante-Rome_Lazio.html
Barbarossa BeerFood,5.0,143,"Italian, American",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12029047-Reviews-Barbarossa_BeerFood-Rome_Lazio.html
Caffetteria Sonnino,5.0,69,"Italian, Cafe",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12434129-Reviews-Caffetteria_Sonnino-Rome_Lazio.html
Sughero,4.5,422,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9722659-Reviews-Sughero-Rome_Lazio.html
MILE Restaurant,4.5,460,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9569941-Reviews-MILE_Restaurant-Rome_Lazio.html
Stile Benaco,4.5,903,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8342377-Reviews-Stile_Benaco-Rome_Lazio.html
Cuoco & Camicia,4.5,"1,026","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2391713-Reviews-Cuoco_Camicia-Rome_Lazio.html
Osteria da Fortunata - Pellegrino,4.5,"14,565","Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3185400-Reviews-Osteria_da_Fortunata_Pellegrino-Rome_Lazio.html
La Taverna del Vicolo,4.5,365,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2598871-Reviews-La_Taverna_del_Vicolo-Rome_Lazio.html
Pizzeria La Boccaccia,4.5,881,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2397388-Reviews-Pizzeria_La_Boccaccia-Rome_Lazio.html
Osteria29,4.5,375,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d7759406-Reviews-Osteria29-Rome_Lazio.html
Dema Restaurant,4.5,442,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2618366-Reviews-Dema_Restaurant-Rome_Lazio.html
Io e Valter Pizzeria Le Torri,4.5,412,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d4402897-Reviews-Io_e_Valter_Pizzeria_Le_Torri-Rome_Lazio.html
Old Bear,4.5,"1,273","Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1403936-Reviews-Old_Bear-Rome_Lazio.html
Dar Bruttone,4.5,"2,831","Mediterranean, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1164091-Reviews-Dar_Bruttone-Rome_Lazio.html
Forno Feliziani,4.5,731,"Italian, Cafe",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3217054-Reviews-Forno_Feliziani-Rome_Lazio.html
Casa Prati,4.5,776,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14156319-Reviews-Casa_Prati-Rome_Lazio.html
Meridionale - Trattoria a Trastevere,4.5,"2,246",Mediterranean,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1749493-Reviews-Meridionale_Trattoria_a_Trastevere-Rome_Lazio.html
Viva,4.5,387,"Seafood, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15309642-Reviews-Viva-Rome_Lazio.html
Ristorante Chiaroscuro,4.5,842,Central-Italian,https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12211955-Reviews-Ristorante_Chiaroscuro-Rome_Lazio.html
Tiuni Osteria Contemporanea,4.5,210,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14183782-Reviews-Tiuni_Osteria_Contemporanea-Rome_Lazio.html
Per Me Giulio Terrinoni,4.5,853,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9582411-Reviews-Per_Me_Giulio_Terrinoni-Rome_Lazio.html
Ristorante Nerone,4.5,"1,777","Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d12413109-Reviews-Ristorante_Nerone-Rome_Lazio.html
Clorofilla,4.5,305,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15136995-Reviews-Clorofilla-Rome_Lazio.html
Giordi,4.5,738,"Bars & Pubs, Italian",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d21382667-Reviews-Giordi-Rome_Lazio.html
Il Barroccio,4.0,"1,496","Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1830724-Reviews-Il_Barroccio-Rome_Lazio.html
Ristorante Vladimiro,4.5,"1,892","Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1867636-Reviews-Ristorante_Vladimiro-Rome_Lazio.html
Porta Castello,4.5,"1,487","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1151305-Reviews-Porta_Castello-Rome_Lazio.html
Zampagna,4.5,683,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1719183-Reviews-Zampagna-Rome_Lazio.html
Er Polpetta dal 1987,4.5,"1,056","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d17464677-Reviews-Er_Polpetta_dal_1987-Rome_Lazio.html
Osteria Fratelli Mori,4.0,"1,465","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d939672-Reviews-Osteria_Fratelli_Mori-Rome_Lazio.html
Goose,4.5,"1,635","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1516161-Reviews-Goose-Rome_Lazio.html
Sapori e Delizie,4.5,"1,985","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3222955-Reviews-Sapori_e_Delizie-Rome_Lazio.html
Il Gabriello,4.5,"2,429","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1066539-Reviews-Il_Gabriello-Rome_Lazio.html
Sofia,4.5,"1,376","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2625154-Reviews-Sofia-Rome_Lazio.html
Ristorante L’Isola,4.5,365,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1987052-Reviews-Ristorante_L_Isola-Rome_Lazio.html
Taverna dei Migliori,4.5,"1,923","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3134650-Reviews-Taverna_dei_Migliori-Rome_Lazio.html
Ristorante Il Piccolo Mondo,4.5,"2,177","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1811609-Reviews-Ristorante_Il_Piccolo_Mondo-Rome_Lazio.html
Pizza in Trevi,4.5,"2,257","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d4258943-Reviews-Pizza_in_Trevi-Rome_Lazio.html
Trattoria Da Zacca ar 20,4.5,294,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d13505744-Reviews-Trattoria_Da_Zacca_ar_20-Rome_Lazio.html
Agriturismo San Germano,5.0,123,"Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d20999512-Reviews-Agriturismo_San_Germano-Rome_Lazio.html
Matermatuta,4.5,"1,732","Seafood, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1026600-Reviews-Matermatuta-Rome_Lazio.html
Il Pastaio di Roma,4.5,"1,683","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d6675026-Reviews-Il_Pastaio_di_Roma-Rome_Lazio.html
"Osteria Romana ""Vinelli e Fornelli""",4.5,363,"Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d3529980-Reviews-Osteria_Romana_Vinelli_e_Fornelli-Rome_Lazio.html
Bottega Tredici,4.5,499,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15274619-Reviews-Bottega_Tredici-Rome_Lazio.html
Piccolo Arancio,4.5,"3,560","Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d802537-Reviews-Piccolo_Arancio-Rome_Lazio.html
I Pizzicaroli,4.5,"1,882","Italian, Street Food",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d9561238-Reviews-I_Pizzicaroli-Rome_Lazio.html
Alfredo e Ada,4.5,"1,291","Italian, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2314520-Reviews-Alfredo_e_Ada-Rome_Lazio.html
Tacito,4.5,792,"Pizza, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d14098721-Reviews-Tacito-Rome_Lazio.html
Taverna Agape,4.5,566,"Seafood, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d15630908-Reviews-Taverna_Agape-Rome_Lazio.html
Il Tempio di Minerva,4.5,"3,096","Italian, Healthy",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1632970-Reviews-Il_Tempio_di_Minerva-Rome_Lazio.html
Mozzichi Prêt-à-porter,5.0,73,"Gastropub, Street Food",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d21055507-Reviews-Mozzichi_Pret_a_porter-Rome_Lazio.html
Re-Bio,4.5,710,"Italian, International",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d2328311-Reviews-Re_Bio-Rome_Lazio.html
Inforno Pizza & Bistrò,4.5,172,"Italian, Steakhouse",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d25011213-Reviews-Inforno_Pizza_Bistro-Rome_Lazio.html
Ristorante Amedeo,4.5,"3,300","Italian, Romana",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8073112-Reviews-Ristorante_Amedeo-Rome_Lazio.html
Ristorante Perpetual,4.5,265,"Italian, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d19732637-Reviews-Ristorante_Perpetual-Rome_Lazio.html
Stadlin,4.5,358,"Italian, Brew Pub",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d8370621-Reviews-Stadlin-Rome_Lazio.html
La Scaletta,4.0,"2,263","Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g187791-d1649014-Reviews-La_Scaletta-Rome_Lazio.html
