Restaurant,star_rating,no_reviews,cuisine,url
FS Nasi Kandar Corner,4.5,187,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12032654-Reviews-FS_Nasi_Kandar_Corner-Kuala_Lumpur_Wilayah_Persekutuan.html
Nobu Kuala Lumpur,4.0,674,"Japanese, Japanese Fusion",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d7147323-Reviews-Nobu_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html
"WET Deck, W Kuala Lumpur",4.5,196,"Bar, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d15125498-Reviews-WET_Deck_W_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html
Leaf & Co Cafe,4.5,207,"Cafe, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10876892-Reviews-Leaf_Co_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
La Boca Latino Bar,4.0,346,"Mexican, Latin",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d4009875-Reviews-La_Boca_Latino_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Dewakan Restaurant,4.5,152,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d7785726-Reviews-Dewakan_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Vertigo,4.5,207,"Bars & Pubs, Bar",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d14979880-Reviews-Vertigo-Kuala_Lumpur_Wilayah_Persekutuan.html
Sai Woo,4.0,278,"Chinese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3642487-Reviews-Sai_Woo-Kuala_Lumpur_Wilayah_Persekutuan.html
Shu Kingdom General Hotpot,5.0,34,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d23990779-Reviews-Shu_Kingdom_General_Hotpot-Kuala_Lumpur_Wilayah_Persekutuan.html
Fatty Crab Restaurant,4.0,510,"Chinese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298313-d896634-Reviews-Fatty_Crab_Restaurant-Petaling_Jaya_Petaling_District_Selangor.html
DC Restaurant,4.5,111,"French, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d7743946-Reviews-DC_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
NZ Curry House,4.0,312,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d866765-Reviews-NZ_Curry_House-Kuala_Lumpur_Wilayah_Persekutuan.html
The Lobby Lounge,4.5,196,N/A,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2514806-Reviews-The_Lobby_Lounge-Kuala_Lumpur_Wilayah_Persekutuan.html
Japas By Jeff Ramsey,5.0,55,"Japanese, Spanish",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d21377697-Reviews-Japas_By_Jeff_Ramsey-Kuala_Lumpur_Wilayah_Persekutuan.html
Antipodean Mid Valley,4.0,271,"Cafe, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6749612-Reviews-Antipodean_Mid_Valley-Kuala_Lumpur_Wilayah_Persekutuan.html
Lounge on the Park,4.5,155,N/A,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d7269279-Reviews-Lounge_on_the_Park-Kuala_Lumpur_Wilayah_Persekutuan.html
Din Tai Fung at The Gardens Mall,4.0,303,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1089297-Reviews-Din_Tai_Fung_at_The_Gardens_Mall-Kuala_Lumpur_Wilayah_Persekutuan.html
Little Penang Cafe,4.0,579,"Asian, Nonya/Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d911587-Reviews-Little_Penang_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
Yut Kee,4.0,393,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1084478-Reviews-Yut_Kee-Kuala_Lumpur_Wilayah_Persekutuan.html
BAAN 26,4.0,241,"Asian, Thai",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1953647-Reviews-BAAN_26-Kuala_Lumpur_Wilayah_Persekutuan.html
Hakka Restaurant,4.0,947,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1571726-Reviews-Hakka_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Dc Comics Superheroes Cafe,4.0,211,Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10277147-Reviews-Dc_Comics_Superheroes_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
Dancing Fish,4.0,221,"Asian, Indonesian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2408797-Reviews-Dancing_Fish-Kuala_Lumpur_Wilayah_Persekutuan.html
Shang Palace,4.5,306,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1134195-Reviews-Shang_Palace-Kuala_Lumpur_Wilayah_Persekutuan.html
The Brasserie - The St. Regis Kuala Lumpur,4.5,107,"French, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10542739-Reviews-The_Brasserie_The_St_Regis_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html
Yellow Brick Road,4.0,205,Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8334124-Reviews-Yellow_Brick_Road-Kuala_Lumpur_Wilayah_Persekutuan.html
The Rabbit Hole,4.0,222,"Bar, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6384401-Reviews-The_Rabbit_Hole-Kuala_Lumpur_Wilayah_Persekutuan.html
Loco bar and restaurant,4.0,240,"Mexican, Southwestern",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2718726-Reviews-Loco_bar_and_restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Halab KL,4.5,264,"Mediterranean, Middle Eastern",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10083838-Reviews-Halab_KL-Kuala_Lumpur_Wilayah_Persekutuan.html
Limapulo Baba Can Cook,4.0,258,"Asian, Nonya/Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6425643-Reviews-Limapulo_Baba_Can_Cook-Kuala_Lumpur_Wilayah_Persekutuan.html
Li Yen,4.5,221,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1134081-Reviews-Li_Yen-Kuala_Lumpur_Wilayah_Persekutuan.html
Sangeetha,4.0,344,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1048793-Reviews-Sangeetha-Kuala_Lumpur_Wilayah_Persekutuan.html
Al-Halabi Gourmet Restaurant,4.5,229,"Lebanese, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8613817-Reviews-Al_Halabi_Gourmet_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Brasserie 25,4.5,135,"International, Contemporary",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12364131-Reviews-Brasserie_25-Kuala_Lumpur_Wilayah_Persekutuan.html
Overseas Restaurant,4.0,379,"Chinese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1011065-Reviews-Overseas_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Emily's Steakhouse Kuala Lumpur,4.5,103,"Steakhouse, British",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d17543167-Reviews-Emily_s_Steakhouse_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html
Pisco Bar,4.5,172,"Peruvian, Latin",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3815670-Reviews-Pisco_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Contango,4.0,365,Contemporary,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3723317-Reviews-Contango-Kuala_Lumpur_Wilayah_Persekutuan.html
Michelangelo’s Restaurant @ Pavilion Kuala Lumpur,4.0,436,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1008368-Reviews-Michelangelo_s_Restaurant_Pavilion_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html
Marta's Kitchen Paella Tapas,4.0,195,"Mediterranean, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8626473-Reviews-Marta_s_Kitchen_Paella_Tapas-Kuala_Lumpur_Wilayah_Persekutuan.html
Pampas Reserve Grill & Bar,4.5,243,"Steakhouse, Argentinian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d951333-Reviews-Pampas_Reserve_Grill_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
The Green Man Pub & Restaurant,4.0,183,"Bar, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1636227-Reviews-The_Green_Man_Pub_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Kedai Kopi Lai Foong,4.0,173,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1165225-Reviews-Kedai_Kopi_Lai_Foong-Kuala_Lumpur_Wilayah_Persekutuan.html
Hard Rock Cafe,4.0,"1,327",American,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1116796-Reviews-Hard_Rock_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
The BBP,4.5,127,"Bar, Barbecue",https://www.tripadvisor.com.my/Restaurant_Review-g298313-d8776167-Reviews-The_BBP-Petaling_Jaya_Petaling_District_Selangor.html
Pomod'Oro Ristorante Italiano,5.0,32,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d24001386-Reviews-Pomod_Oro_Ristorante_Italiano-Kuala_Lumpur_Wilayah_Persekutuan.html
Madam Kwan's KLCC,4.0,"2,607","Asian, Nonya/Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d839307-Reviews-Madam_Kwan_s_KLCC-Kuala_Lumpur_Wilayah_Persekutuan.html
Ebisu at Altitude,5.0,51,"Japanese, Sushi",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d17752935-Reviews-Ebisu_at_Altitude-Kuala_Lumpur_Wilayah_Persekutuan.html
Feast,4.5,82,"Seafood, International",https://www.tripadvisor.com.my/Restaurant_Review-g298313-d13396628-Reviews-Feast-Petaling_Jaya_Petaling_District_Selangor.html
Passage Thru India,4.0,292,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1110468-Reviews-Passage_Thru_India-Kuala_Lumpur_Wilayah_Persekutuan.html
Cafe etc.,4.5,101,"Cafe, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d11844080-Reviews-Cafe_etc-Kuala_Lumpur_Wilayah_Persekutuan.html
Healy Mac's Bangsar,4.5,82,"Bars & Pubs, Irish",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d18962887-Reviews-Healy_Mac_s_Bangsar-Kuala_Lumpur_Wilayah_Persekutuan.html
"CEDAR on 15, Impiana KLCC Hotel",4.5,167,"Italian, American",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3928622-Reviews-CEDAR_on_15_Impiana_KLCC_Hotel-Kuala_Lumpur_Wilayah_Persekutuan.html
Mr Naan & Mrs Idly,4.5,106,"Indian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10254363-Reviews-Mr_Naan_Mrs_Idly-Kuala_Lumpur_Wilayah_Persekutuan.html
Wizards at Tribeca,4.5,87,"International, Contemporary",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d13397163-Reviews-Wizards_at_Tribeca-Kuala_Lumpur_Wilayah_Persekutuan.html
WTF - What Tasty Food,4.0,214,"Italian, Chinese",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3642726-Reviews-WTF_What_Tasty_Food-Kuala_Lumpur_Wilayah_Persekutuan.html
Zipangu,4.0,265,"Japanese, Sushi",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d919266-Reviews-Zipangu-Kuala_Lumpur_Wilayah_Persekutuan.html
Arthur’s Bar & Grill,4.0,263,"Bar, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2413587-Reviews-Arthur_s_Bar_Grill-Kuala_Lumpur_Wilayah_Persekutuan.html
Al-Amar,4.0,494,"Lebanese, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1106704-Reviews-Al_Amar-Kuala_Lumpur_Wilayah_Persekutuan.html
Village Roast Duck,4.0,165,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6849249-Reviews-Village_Roast_Duck-Kuala_Lumpur_Wilayah_Persekutuan.html
Tribute Retro Cafe,5.0,50,Asian,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d15000610-Reviews-Tribute_Retro_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
Annalakshmi,4.5,194,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1122368-Reviews-Annalakshmi-Kuala_Lumpur_Wilayah_Persekutuan.html
Monnalisa Ristorante Italiano,4.5,145,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d11649349-Reviews-Monnalisa_Ristorante_Italiano-Kuala_Lumpur_Wilayah_Persekutuan.html
Malabar Palace Sri Hartamas,4.5,131,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3683260-Reviews-Malabar_Palace_Sri_Hartamas-Kuala_Lumpur_Wilayah_Persekutuan.html
Sushi Oribe,4.5,181,"Japanese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8374255-Reviews-Sushi_Oribe-Kuala_Lumpur_Wilayah_Persekutuan.html
Signature by the Hill @ The Roof,4.0,251,International,https://www.tripadvisor.com.my/Restaurant_Review-g298313-d5569773-Reviews-Signature_by_the_Hill_The_Roof-Petaling_Jaya_Petaling_District_Selangor.html
Hornbill restaurant and cafe,4.0,264,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3791828-Reviews-Hornbill_restaurant_and_cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
WIP On The Park,5.0,32,"Bar, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d23954605-Reviews-WIP_On_The_Park-Kuala_Lumpur_Wilayah_Persekutuan.html
Pool Bar & Grill,5.0,47,Middle Eastern,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d15083758-Reviews-Pool_Bar_Grill-Kuala_Lumpur_Wilayah_Persekutuan.html
Restoran Rebung Chef Ismail,4.0,195,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1090062-Reviews-Restoran_Rebung_Chef_Ismail-Kuala_Lumpur_Wilayah_Persekutuan.html
Nam Heong Chicken Rice Chinatown,4.0,217,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6474537-Reviews-Nam_Heong_Chicken_Rice_Chinatown-Kuala_Lumpur_Wilayah_Persekutuan.html
Sarang Cookery,4.5,83,"Asian, Nonya/Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8843589-Reviews-Sarang_Cookery-Kuala_Lumpur_Wilayah_Persekutuan.html
Nando's,4.0,249,N/A,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d5432226-Reviews-Nando_s-Kuala_Lumpur_Wilayah_Persekutuan.html
PLOY,4.5,204,Asian,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2325229-Reviews-PLOY-Kuala_Lumpur_Wilayah_Persekutuan.html
Barat Restaurant,4.5,76,N/A,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10045807-Reviews-Barat_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
The Hungry Tapir,4.5,52,"Asian, Fusion",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d19951212-Reviews-The_Hungry_Tapir-Kuala_Lumpur_Wilayah_Persekutuan.html
Trace Restaurant & Bar,4.5,135,"Bar, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12221588-Reviews-Trace_Restaurant_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Yeast,4.0,274,"French, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3814445-Reviews-Yeast-Kuala_Lumpur_Wilayah_Persekutuan.html
Izakaya Hanazen,4.5,141,"Japanese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d13498219-Reviews-Izakaya_Hanazen-Kuala_Lumpur_Wilayah_Persekutuan.html
Shook!,4.0,422,"International, Grill",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d787377-Reviews-Shook-Kuala_Lumpur_Wilayah_Persekutuan.html
Tandoor Grill,4.5,56,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d17433678-Reviews-Tandoor_Grill-Kuala_Lumpur_Wilayah_Persekutuan.html
Cotta,5.0,23,"Cafe, Healthy",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d26724916-Reviews-Cotta-Kuala_Lumpur_Wilayah_Persekutuan.html
Restoran Sek Yuen,4.0,180,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d877638-Reviews-Restoran_Sek_Yuen-Kuala_Lumpur_Wilayah_Persekutuan.html
Tatto,4.5,157,"Italian, Pizza",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1436637-Reviews-Tatto-Kuala_Lumpur_Wilayah_Persekutuan.html
Marble 8,4.0,244,"Steakhouse, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6637419-Reviews-Marble_8-Kuala_Lumpur_Wilayah_Persekutuan.html
Palillos 'Spanish Yakitori Bar',4.5,56,"Japanese, Spanish",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8723713-Reviews-Palillos_Spanish_Yakitori_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Grandmama's,4.0,395,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2413588-Reviews-Grandmama_s-Kuala_Lumpur_Wilayah_Persekutuan.html
Mercat Barcelona Gastrobar,4.5,80,"Bar, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12950182-Reviews-Mercat_Barcelona_Gastrobar-Kuala_Lumpur_Wilayah_Persekutuan.html
Sri Nirwana Maju Restaurant,4.0,330,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2484872-Reviews-Sri_Nirwana_Maju_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Havana Bar & Grill,4.0,378,"Bar, Grill",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1134193-Reviews-Havana_Bar_Grill-Kuala_Lumpur_Wilayah_Persekutuan.html
Meng Kee Grill Fish,4.0,182,"Chinese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d7156293-Reviews-Meng_Kee_Grill_Fish-Kuala_Lumpur_Wilayah_Persekutuan.html
MAiSEN Sunway Pyramid,4.5,42,Japanese,https://www.tripadvisor.com.my/Restaurant_Review-g298313-d26631871-Reviews-MAiSEN_Sunway_Pyramid-Petaling_Jaya_Petaling_District_Selangor.html
Ole Ole Bali Balinese Specialties,4.0,126,"Asian, Indonesian",https://www.tripadvisor.com.my/Restaurant_Review-g298317-d7808305-Reviews-Ole_Ole_Bali_Balinese_Specialties-Subang_Jaya_Petaling_District_Selangor.html
hokkaido seafood restaurant,4.0,132,"Chinese, Seafood",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d5517405-Reviews-Hokkaido_seafood_restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Shanghai,4.5,158,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1075328-Reviews-Shanghai-Kuala_Lumpur_Wilayah_Persekutuan.html
Woodlands.my Vegetarian Restaurant,4.5,114,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1915371-Reviews-Woodlands_my_Vegetarian_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Rakuzen SS15 Courtyard,4.0,186,"Japanese, Sushi",https://www.tripadvisor.com.my/Restaurant_Review-g298317-d782937-Reviews-Rakuzen_SS15_Courtyard-Subang_Jaya_Petaling_District_Selangor.html
Rock Salt Restaurant,5.0,52,"Fusion, Mongolian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d13273990-Reviews-Rock_Salt_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
R Bar,5.0,21,"Bar, Pub",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d19244577-Reviews-R_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Orchid Restaurant,4.5,36,"Cafe, Barbecue",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d13481605-Reviews-Orchid_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
The Ganga Cafe,4.0,185,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d5993225-Reviews-The_Ganga_Cafe-Kuala_Lumpur_Wilayah_Persekutuan.html
Table & Apron,4.5,73,N/A,https://www.tripadvisor.com.my/Restaurant_Review-g298313-d6737330-Reviews-Table_Apron-Petaling_Jaya_Petaling_District_Selangor.html
KLCC Chili's Grill & Bar,4.0,392,"Mexican, American",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2705840-Reviews-KLCC_Chili_s_Grill_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Madam Kwan's Pavilion,3.5,555,"Asian, Nonya/Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d810551-Reviews-Madam_Kwan_s_Pavilion-Kuala_Lumpur_Wilayah_Persekutuan.html
Mojo Restaurant & Bar KL,4.0,101,"Bar, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d4226607-Reviews-Mojo_Restaurant_Bar_KL-Kuala_Lumpur_Wilayah_Persekutuan.html
Precious Old China,4.0,255,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d946575-Reviews-Precious_Old_China-Kuala_Lumpur_Wilayah_Persekutuan.html
Jalan Alor Malaysian Street Food Kitchen (KLIA),4.0,222,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2273357-Reviews-Jalan_Alor_Malaysian_Street_Food_Kitchen_KLIA-Kuala_Lumpur_Wilayah_Persekutuan.html
Lounge In The Sky Malaysia,4.5,47,"French, Southwestern",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d19420634-Reviews-Lounge_In_The_Sky_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html
Samba Brazilian Steakhouse Avenue K,4.0,243,"Steakhouse, Brazilian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6590657-Reviews-Samba_Brazilian_Steakhouse_Avenue_K-Kuala_Lumpur_Wilayah_Persekutuan.html
Suzi's Corner,4.0,257,"American, Lebanese",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1020388-Reviews-Suzi_s_Corner-Kuala_Lumpur_Wilayah_Persekutuan.html
GravyBaby Bukit Damansara,4.0,142,"Bar, British",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12188717-Reviews-GravyBaby_Bukit_Damansara-Kuala_Lumpur_Wilayah_Persekutuan.html
Ticklish Ribs & 'Wiches,5.0,48,"Barbecue, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d14182541-Reviews-Ticklish_Ribs_Wiches-Kuala_Lumpur_Wilayah_Persekutuan.html
Wong Ah Wah,3.5,618,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d1166280-Reviews-Wong_Ah_Wah-Kuala_Lumpur_Wilayah_Persekutuan.html
Sham's Cooked With Love,5.0,80,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8261247-Reviews-Sham_s_Cooked_With_Love-Kuala_Lumpur_Wilayah_Persekutuan.html
WIP Bangsar Shopping Centre,4.0,208,"Bar, International",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d809034-Reviews-WIP_Bangsar_Shopping_Centre-Kuala_Lumpur_Wilayah_Persekutuan.html
Astana Restaurant,4.5,52,"Russian, Central Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d5873223-Reviews-Astana_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Pampas Reserve Steakhouse,4.5,127,"Steakhouse, European",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3923749-Reviews-Pampas_Reserve_Steakhouse-Kuala_Lumpur_Wilayah_Persekutuan.html
Kenny Hills Bistro,4.5,31,"French, Bar",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d24191772-Reviews-Kenny_Hills_Bistro-Kuala_Lumpur_Wilayah_Persekutuan.html
DIN by Din Tai Fung at Suria KLCC (NO PORK),4.0,135,Chinese,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12667637-Reviews-DIN_by_Din_Tai_Fung_at_Suria_KLCC_NO_PORK-Kuala_Lumpur_Wilayah_Persekutuan.html
Babe Restaurant,4.5,114,"Japanese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d10074490-Reviews-Babe_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Sagar Restaurant,4.0,199,"Indian, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2099349-Reviews-Sagar_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Suki-Ya,4.0,169,"Japanese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2431709-Reviews-Suki_Ya-Kuala_Lumpur_Wilayah_Persekutuan.html
The Red Beanbag,4.0,166,"Cafe, Fusion",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d2573616-Reviews-The_Red_Beanbag-Kuala_Lumpur_Wilayah_Persekutuan.html
Kin Kin Restaurant,4.0,204,"Chinese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d787202-Reviews-Kin_Kin_Restaurant-Kuala_Lumpur_Wilayah_Persekutuan.html
Roost,4.5,97,"European, Fusion",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d4975566-Reviews-Roost-Kuala_Lumpur_Wilayah_Persekutuan.html
Taman Sari Brasserie,4.5,92,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d5016598-Reviews-Taman_Sari_Brasserie-Kuala_Lumpur_Wilayah_Persekutuan.html
Serendib Restaurant & Bar,4.5,47,Sri Lankan,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d14055713-Reviews-Serendib_Restaurant_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Mr Chew's Chino Latino Bar,4.0,142,"Asian, Fusion",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d12334776-Reviews-Mr_Chew_s_Chino_Latino_Bar-Kuala_Lumpur_Wilayah_Persekutuan.html
Cinnamon Coffee House,4.5,104,"International, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298313-d3952726-Reviews-Cinnamon_Coffee_House-Petaling_Jaya_Petaling_District_Selangor.html
Lobby Lounge at Shangri-La Hotel,4.5,66,International,https://www.tripadvisor.com.my/Restaurant_Review-g298570-d8815005-Reviews-Lobby_Lounge_at_Shangri_La_Hotel-Kuala_Lumpur_Wilayah_Persekutuan.html
IPPUDO Gardens Mall,4.0,107,"Japanese, Asian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d6909904-Reviews-IPPUDO_Gardens_Mall-Kuala_Lumpur_Wilayah_Persekutuan.html
Tarbush Starhill,4.0,263,"Lebanese, Mediterranean",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d966020-Reviews-Tarbush_Starhill-Kuala_Lumpur_Wilayah_Persekutuan.html
Serai Pavilion KL,4.0,138,"Asian, Malaysian",https://www.tripadvisor.com.my/Restaurant_Review-g298570-d3826906-Reviews-Serai_Pavilion_KL-Kuala_Lumpur_Wilayah_Persekutuan.html
